time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed
0.4,follower_1,62.49075651142135,-0.06288509897845053,0.7920792079207921,7.007272727272724,follower_2,2,144.05940594059405,144.05940594059405,2,1.9801980198019797,0,bottom,0,0.1980198019801982,12.205292529252926,follower_0,0.0
0.5,follower_1,62.589481427792485,-0.036853155855712666,0.9900990099009901,7.007272727272722,follower_2,2,142.07920792079207,142.07920792079207,2,1.9801980198019797,0,bottom,0,0.2970297029702973,12.304302430243025,follower_0,0.0
0.6,follower_1,62.707951327437854,-0.00561482410842723,1.188118811881188,7.007272727272722,follower_2,2,140.09900990099007,140.09900990099007,2,1.9801980198019797,0,bottom,0,0.4158415841584162,12.423114311431144,follower_0,0.0
0.7,follower_1,62.846166210357445,0.030829896263405765,1.386138613861386,7.007272727272721,follower_2,2,138.11881188118812,138.11881188118812,2,1.9801980198019797,0,bottom,0,0.554455445544555,12.561728172817283,follower_0,0.0
0.8,follower_1,63.004126076551266,0.07248100525978635,1.584158415841584,7.007272727272721,follower_2,2,136.13861386138615,136.13861386138615,2,1.9801980198019797,0,bottom,0,0.7128712871287135,12.720144014401441,follower_0,0.0
0.9,follower_1,63.18183092601931,0.11933850288071404,1.782178217821782,7.007272727272719,follower_2,2,134.15841584158414,134.15841584158414,2,1.9801980198019797,0,bottom,0,0.8910891089108919,12.89836183618362,follower_0,0.0
1.0,follower_1,63.37928075876159,0.1714023891261898,1.98019801980198,7.007272727272719,follower_2,2,132.17821782178217,132.17821782178217,2,1.9801980198019797,0,bottom,0,1.08910891089109,13.096381638163818,follower_0,0.0
1.1,follower_1,63.59647557477809,0.22867266399621308,2.178217821782178,7.007272727272717,follower_2,2,130.1980198019802,130.1980198019802,2,1.9801980198019797,0,bottom,0,1.306930693069308,13.314203420342036,follower_0,0.0
1.2,follower_1,63.83341537406882,0.2911493274907839,2.376237623762376,7.007272727272717,follower_2,2,128.21782178217822,128.21782178217822,2,1.980198019801982,0,bottom,0,1.544554455445546,13.551827182718274,follower_0,0.0
1.3,follower_1,64.09010015663378,0.35883237960990233,2.5742574257425743,7.007272727272715,follower_2,2,126.23762376237623,126.23762376237623,2,1.980198019801982,0,bottom,0,1.8019801980198036,13.809252925292531,follower_0,0.0
1.4,follower_1,64.36644455302833,0.43201799135230484,2.7722772277227725,7.007272727272715,follower_2,2,124.25742574257424,124.25742574257424,2,1.980198019801982,0,bottom,0,2.079207920792081,14.086480648064809,follower_0,0.0
1.5,follower_1,64.65874723873635,0.523547115159867,2.9702970297029707,7.0072727272727136,follower_2,2,122.27722772277227,122.27722772277227,2,1.980198019801982,0,bottom,0,2.3762376237623783,14.383510351035106,follower_0,0.0
1.6,follower_1,64.97053677015823,0.6211781805546,3.168316831683169,7.0072727272727136,follower_2,2,120.29702970297028,120.29702970297028,2,1.980198019801982,0,bottom,0,2.6930693069306955,14.700342034203423,follower_0,0.0
1.7,follower_1,65.301813147294,0.7249111875365033,3.366336633663367,7.007272727272712,follower_2,2,118.3168316831683,118.3168316831683,2,1.980198019801982,0,bottom,0,3.0297029702970324,15.03697569756976,follower_0,0.0
1.8,follower_1,65.65257637014362,0.8347461361055779,3.5643564356435653,7.007272727272712,follower_2,2,116.33663366336631,116.33663366336631,2,1.980198019801982,0,bottom,0,3.386138613861389,15.393411341134117,follower_0,0.0
1.9,follower_1,66.02282643870711,0.9506830262618233,3.7623762376237635,7.00727272727271,follower_2,2,114.35643564356434,114.35643564356434,2,1.980198019801982,0,bottom,0,3.7623762376237657,15.769648964896493,follower_0,0.0
2.0,follower_1,66.41160783449521,1.075574226605433,3.9603960396039617,7.00727272727271,follower_2,2,112.37623762376235,112.37623762376235,2,1.980198019801982,0,bottom,0,4.158415841584162,16.16568856885689,follower_0,0.0
2.1,follower_1,66.81544291200645,1.2198010400023018,4.1584158415841594,7.00727272727271,follower_2,2,110.39603960396038,110.39603960396038,2,1.9801980198019775,0,bottom,0,4.5742574257425765,16.581530153015304,follower_0,0.0
2.2,follower_1,67.23850823130392,1.370895796894261,4.356435643564358,7.00727272727271,follower_2,2,108.41584158415841,108.41584158415841,2,1.980198019801982,0,bottom,0,5.009900990099013,17.01717371737174,follower_0,0.0
2.3,follower_1,67.68080379238766,1.5288584972813093,4.554455445544556,7.00727272727271,follower_2,2,106.43564356435643,106.43564356435643,2,1.980198019801982,0,bottom,0,5.465346534653467,17.472619261926194,follower_0,0.0
2.4,follower_1,68.14232959525765,1.6936891411634454,4.752475247524754,7.00727272727271,follower_2,2,104.45544554455445,104.45544554455445,2,1.980198019801982,0,bottom,0,5.940594059405942,17.94786678667867,follower_0,0.0
2.5,follower_1,68.61807804047288,1.878549674388007,4.950495049504952,7.00727272727271,follower_2,2,102.47524752475246,102.47524752475246,2,1.980198019801982,0,bottom,0,6.435643564356436,18.442916291629164,follower_0,0.0
2.6,follower_1,69.11031489227891,2.077484775117901,5.14851485148515,7.00727272727271,follower_2,2,100.49504950495049,100.49504950495049,2,1.980198019801982,0,bottom,0,6.950495049504951,18.95776777677768,follower_0,0.0
2.7,follower_1,69.62148393069285,2.284071225875867,5.346534653465349,7.00727272727271,follower_2,2,98.5148514851485,98.5148514851485,2,1.980198019801982,0,bottom,0,7.485148514851485,19.492421242124212,follower_0,0.0
2.8,follower_1,70.15158515571473,2.498309026661907,5.544554455445547,7.00727272727271,follower_2,2,96.53465346534652,96.53465346534652,2,1.980198019801982,0,bottom,0,8.03960396039604,20.046876687668767,follower_0,0.0
2.9,follower_1,70.69293665697748,2.738199025624792,5.742574257425745,7.00727272727271,follower_2,2,94.55445544554453,94.55445544554453,2,1.980198019801982,0,bottom,0,8.613861386138613,20.62113411341134,follower_0,0.0
3.0,follower_1,71.25163134854053,2.989463833999707,5.940594059405943,7.0072727272727064,follower_2,2,92.57425742574256,92.57425742574256,2,1.980198019801982,0,bottom,0,9.207920792079207,21.215193519351935,follower_0,0.0
3.1,follower_1,71.828949196489,3.2491041359871176,6.138613861386141,7.00727272727271,follower_2,2,90.59405940594057,90.59405940594057,2,1.980198019801982,0,bottom,0,9.82178217821782,21.829054905490548,follower_0,0.0
3.2,follower_1,72.41901158532241,3.529505792661201,6.33663366336634,7.00727272727271,follower_2,2,88.6138613861386,88.6138613861386,2,1.980198019801982,0,bottom,0,10.455445544554454,22.462718271827182,follower_0,0.0
3.3,follower_1,73.02172627894994,3.8308631394749715,6.534653465346538,7.00727272727271,follower_2,2,86.6336633663366,86.6336633663366,2,1.980198019801982,0,bottom,0,11.108910891089106,23.116183618361834,follower_0,0.0
3.4,follower_1,73.64270505420257,4.141352527101279,6.732673267326736,7.0072727272727064,follower_2,2,84.65346534653463,84.65346534653463,2,1.980198019801982,0,bottom,0,11.78217821782178,23.789450945094508,follower_0,0.0
3.5,follower_1,74.27586861943627,4.472565175514433,6.930693069306934,7.00727272727271,follower_2,2,82.67326732673264,82.67326732673264,2,1.980198019801982,0,bottom,0,12.475247524752472,24.4825202520252,follower_0,0.0
3.6,follower_1,74.92013759108971,4.826559115983362,7.128712871287132,7.00727272727271,follower_2,2,80.69306930693067,80.69306930693067,2,1.980198019801982,0,bottom,0,13.188118811881186,25.195391539153913,follower_0,0.0
3.7,follower_1,75.58230292306688,5.190386221465315,7.326732673267331,7.00727272727271,follower_2,2,78.71287128712868,78.71287128712868,2,1.980198019801982,0,bottom,0,13.920792079207917,25.928064806480645,follower_0,0.0
3.8,follower_1,76.2510328676386,5.583660391600949,7.524752475247529,7.0072727272727064,follower_2,2,76.73267326732669,76.73267326732669,2,1.980198019801982,0,bottom,0,14.67326732673267,26.680540054005398,follower_0,0.0
3.9,follower_1,76.93188518960173,5.996761800432511,7.722772277227727,7.00727272727271,follower_2,2,74.75247524752471,74.75247524752471,2,1.980198019801982,0,bottom,0,15.445544554455441,27.45281728172817,follower_0,0.0
4.0,follower_1,77.62902506959726,6.422305537191256,7.920792079207925,7.00727272727271,follower_2,2,72.77227722772273,72.77227722772273,2,1.980198019801982,0,bottom,0,16.237623762376234,28.244896489648962,follower_0,0.0
4.1,follower_1,78.32810631918586,6.882971794145601,8.118811881188122,7.00727272727271,follower_2,2,70.79207920792075,70.79207920792075,2,1.980198019801973,0,bottom,0,17.049504950495045,29.056777677767773,follower_0,0.0
4.2,follower_1,79.04423833095957,7.354873813464688,8.31683168316832,7.0072727272727064,follower_2,2,68.81188118811878,68.81188118811878,2,1.980198019801982,0,bottom,0,17.881188118811878,29.888460846084605,follower_0,0.0
4.3,follower_1,79.76387281409393,7.8576478302926605,8.514851485148519,7.00727272727271,follower_2,2,66.83168316831679,66.83168316831679,2,1.980198019801982,0,bottom,0,18.732673267326728,30.739945994599456,follower_0,0.0
4.4,follower_1,80.49236068658043,8.383538483803624,8.712871287128717,7.00727272727271,follower_2,2,64.85148514851481,64.85148514851481,2,1.980198019801982,0,bottom,0,19.6039603960396,31.611233123312328,follower_0,0.0
4.5,follower_1,81.23028417625967,8.930836653749928,8.910891089108915,7.0072727272727064,follower_2,2,62.87128712871283,62.87128712871283,2,1.980198019801982,0,bottom,0,20.495049504950494,32.50232223222322,follower_0,0.0
4.6,follower_1,81.96904104357237,9.510964745872784,9.108910891089113,7.0072727272727064,follower_2,2,60.89108910891085,60.89108910891085,2,1.980198019801982,0,bottom,0,21.405940594059402,33.41321332133213,follower_0,0.0
4.7,follower_1,82.72125340167662,10.106905382545081,9.306930693069312,7.0072727272727064,follower_2,2,58.910891089108866,58.910891089108866,2,1.980198019801982,0,bottom,0,22.336633663366335,34.34390639063906,follower_0,0.0
4.8,follower_1,83.47073924005834,10.738547535646651,9.50495049504951,7.0072727272727064,follower_2,2,56.930693069306884,56.930693069306884,2,1.980198019801982,0,bottom,0,23.287128712871286,35.294401440144014,follower_0,0.0
4.9,follower_1,84.23518277535621,11.38409120327177,9.702970297029708,7.0072727272727064,follower_2,2,54.9504950495049,54.9504950495049,2,1.980198019801982,0,bottom,0,24.257425742574256,36.264698469846984,follower_0,0.0
5.0,follower_1,84.98353413149466,12.078639520733615,9.900990099009906,7.0072727272727064,follower_2,2,52.97029702970292,52.97029702970292,2,1.980198019801982,0,bottom,0,25.247524752475243,37.25479747974797,follower_0,0.0
5.1,follower_1,85.7468525147559,12.787078804544697,10.099009900990104,7.0072727272727064,follower_2,2,50.99009900990094,50.99009900990094,2,1.980198019801982,0,bottom,0,26.257425742574256,38.264698469846984,follower_0,0.0
5.2,follower_1,86.49779281588611,13.537792815886114,10.297029702970303,7.0072727272727064,follower_2,2,49.009900990098956,49.009900990098956,2,1.980198019801982,0,bottom,0,27.287128712871286,39.294401440144014,follower_0,0.0
5.3,follower_1,87.26104707977977,14.30500143103033,10.4950495049505,7.0072727272727064,follower_2,2,47.029702970296974,47.029702970296974,2,1.980198019801982,0,bottom,0,28.336633663366335,40.34390639063906,follower_0,0.0
